Indicator,Year,Geography,FIPS,Race,Sex,Age group,Misc,Rate,Cases,Population
AIDS deaths,2011,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,375,"7,997,623"
AIDS deaths,2011,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,4,"574,118"
AIDS deaths,2011,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"40,163"
AIDS deaths,2011,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,234,"9,635,302"
AIDS deaths,2011,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,93,"3,103,616"
AIDS deaths,2011,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,87,"3,250,133"
AIDS deaths,2011,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.8,522,"10,801,926"
AIDS deaths,2011,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.2,408,"3,082,359"
AIDS deaths,2011,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.2,38,"898,226"
AIDS deaths,2011,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.3,286,"3,894,969"
AIDS deaths,2011,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,4,"674,675"
AIDS deaths,2011,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,243,"5,327,989"
AIDS deaths,2011,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.3,"1,097","20,603,899"
AIDS deaths,2011,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.3,10,"88,341"
AIDS deaths,2011,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,15,"2,156,144"
AIDS deaths,2011,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,5,"539,169"
AIDS deaths,2011,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,248,"6,772,116"
AIDS deaths,2011,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,139,"5,681,716"
AIDS deaths,2011,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,33,"1,580,491"
AIDS deaths,2011,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,78,"4,763,619"
AIDS deaths,2011,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,4,"468,236"
AIDS deaths,2012,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.1,204,"4,019,427"
AIDS deaths,2012,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,8,"593,469"
AIDS deaths,2012,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"42,554"
AIDS deaths,2012,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,170,"5,387,372"
AIDS deaths,2012,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,73,"2,436,498"
AIDS deaths,2012,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.1,"1,295","31,483,585"
AIDS deaths,2012,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,89,"4,290,558"
AIDS deaths,2012,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.7,173,"3,042,619"
AIDS deaths,2012,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.5,73,"770,084"
AIDS deaths,2012,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,34.3,190,"553,201"
AIDS deaths,2012,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.2,"1,691","16,500,338"
AIDS deaths,2012,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.2,666,"8,120,705"
AIDS deaths,2012,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,1,"122,894"
AIDS deaths,2012,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,43,"1,167,095"
AIDS deaths,2012,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,17,"1,284,749"
AIDS deaths,2012,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4,433,"10,697,291"
AIDS deaths,2012,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,148,"5,401,158"
AIDS deaths,2012,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,35,"2,554,546"
AIDS deaths,2012,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,39,"2,357,726"
AIDS deaths,2012,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,88,"3,649,527"
AIDS deaths,2012,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.4,393,"3,795,203"
AIDS deaths,2012,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,16,"1,144,012"
AIDS deaths,2012,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.8,534,"4,927,390"
AIDS deaths,2012,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.9,222,"5,671,921"
AIDS deaths,2012,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,266,"8,297,172"
AIDS deaths,2012,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,69,"4,457,498"
AIDS deaths,2012,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.1,149,"2,450,554"
AIDS deaths,2012,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.1,154,"5,017,811"
AIDS deaths,2012,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.4,3,"844,719"
AIDS deaths,2012,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,20,"1,516,690"
AIDS deaths,2012,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.1,138,"2,279,948"
AIDS deaths,2012,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,18,"1,131,785"
AIDS deaths,2012,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.3,539,"7,433,946"
AIDS deaths,2012,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,44,"1,713,559"
AIDS deaths,2012,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.7,"1,775","16,569,459"
AIDS deaths,2012,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.5,365,"8,097,120"
AIDS deaths,2012,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.5,3,"586,504"
AIDS deaths,2012,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"39,540"
AIDS deaths,2012,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,241,"9,659,352"
AIDS deaths,2012,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,94,"3,131,837"
AIDS deaths,2012,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,88,"3,283,713"
AIDS deaths,2012,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.4,478,"10,839,448"
AIDS deaths,2012,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.7,327,"3,058,682"
AIDS deaths,2012,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.8,34,"900,525"
AIDS deaths,2012,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.7,265,"3,942,817"
AIDS deaths,2012,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,7,"683,443"
AIDS deaths,2012,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.8,260,"5,384,408"
AIDS deaths,2012,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.2,"1,101","21,000,486"
AIDS deaths,2012,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,14.7,13,"88,279"
AIDS deaths,2012,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,21,"2,194,417"
AIDS deaths,2012,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,3,"540,013"
AIDS deaths,2012,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,254,"6,848,994"
AIDS deaths,2012,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,131,"5,751,359"
AIDS deaths,2012,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2,32,"1,582,264"
AIDS deaths,2012,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,67,"4,786,301"
AIDS deaths,2012,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.2,1,"476,550"
AIDS deaths,2013,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,189,"4,041,474"
AIDS deaths,2013,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,15,"600,000"
AIDS deaths,2013,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"42,658"
AIDS deaths,2013,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,162,"5,468,760"
AIDS deaths,2013,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.4,84,"2,448,109"
AIDS deaths,2013,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4,"1,269","31,851,578"
AIDS deaths,2013,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2,89,"4,369,989"
AIDS deaths,2013,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,154,"3,055,295"
AIDS deaths,2013,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.8,61,"778,905"
AIDS deaths,2013,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,26.1,147,"563,341"
AIDS deaths,2013,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10,"1,666","16,735,763"
AIDS deaths,2013,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.4,609,"8,202,771"
AIDS deaths,2013,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,2,"124,014"
AIDS deaths,2013,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,27,"1,181,048"
AIDS deaths,2013,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,10,"1,302,553"
AIDS deaths,2013,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,395,"10,737,310"
AIDS deaths,2013,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.8,152,"5,438,734"
AIDS deaths,2013,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,36,"2,570,127"
AIDS deaths,2013,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,43,"2,369,344"
AIDS deaths,2013,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,87,"3,668,551"
AIDS deaths,2013,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.2,353,"3,821,710"
AIDS deaths,2013,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,22,"1,146,451"
AIDS deaths,2013,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10,495,"4,972,883"
AIDS deaths,2013,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.9,221,"5,726,663"
AIDS deaths,2013,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,203,"8,328,488"
AIDS deaths,2013,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,66,"4,496,516"
AIDS deaths,2013,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7,173,"2,462,464"
AIDS deaths,2013,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,148,"5,042,343"
AIDS deaths,2013,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,12,"852,864"
AIDS deaths,2013,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,22,"1,528,794"
AIDS deaths,2013,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.9,113,"2,316,053"
AIDS deaths,2013,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,9,"1,136,350"
AIDS deaths,2013,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.6,571,"7,476,496"
AIDS deaths,2013,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,40,"1,719,786"
AIDS deaths,2013,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.3,"1,719","16,661,779"
AIDS deaths,2013,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,387,"8,202,817"
AIDS deaths,2013,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,4,"602,550"
AIDS deaths,2013,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"39,447"
AIDS deaths,2013,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,216,"9,694,350"
AIDS deaths,2013,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.3,104,"3,162,200"
AIDS deaths,2013,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,90,"3,315,289"
AIDS deaths,2013,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,510,"10,864,571"
AIDS deaths,2013,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.5,320,"3,040,676"
AIDS deaths,2013,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.3,30,"902,552"
AIDS deaths,2013,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.4,255,"3,992,236"
AIDS deaths,2013,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.4,3,"692,085"
AIDS deaths,2013,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,247,"5,427,571"
AIDS deaths,2013,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.9,"1,042","21,381,506"
AIDS deaths,2013,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.7,5,"88,208"
AIDS deaths,2013,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,18,"2,238,887"
AIDS deaths,2013,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,7,"541,919"
AIDS deaths,2013,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,249,"6,921,950"
AIDS deaths,2013,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,129,"5,822,462"
AIDS deaths,2013,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,27,"1,580,517"
AIDS deaths,2013,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,72,"4,811,361"
AIDS deaths,2013,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.2,6,"481,951"
AIDS deaths,2014,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.2,212,"4,061,866"
AIDS deaths,2014,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,10,"600,014"
AIDS deaths,2014,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"42,741"
AIDS deaths,2014,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,142,"5,567,075"
AIDS deaths,2014,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,85,"2,459,524"
AIDS deaths,2014,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.1,"1,336","32,232,923"
AIDS deaths,2014,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,99,"4,452,686"
AIDS deaths,2014,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.5,168,"3,060,414"
AIDS deaths,2014,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.5,59,"789,709"
AIDS deaths,2014,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,15.4,88,"570,359"
AIDS deaths,2014,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.5,"1,620","17,026,263"
AIDS deaths,2014,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.4,617,"8,309,955"
AIDS deaths,2014,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,1,"125,318"
AIDS deaths,2014,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,34,"1,191,886"
AIDS deaths,2014,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,15,"1,324,192"
AIDS deaths,2014,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,349,"10,755,052"
AIDS deaths,2014,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,132,"5,471,018"
AIDS deaths,2014,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,47,"2,586,386"
AIDS deaths,2014,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,30,"2,380,387"
AIDS deaths,2014,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,86,"3,685,384"
AIDS deaths,2014,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.8,339,"3,843,767"
AIDS deaths,2014,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,8,"1,149,983"
AIDS deaths,2014,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.2,460,"5,008,827"
AIDS deaths,2014,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,203,"5,776,963"
AIDS deaths,2014,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,189,"8,359,425"
AIDS deaths,2014,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,71,"4,531,386"
AIDS deaths,2014,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.8,169,"2,469,415"
AIDS deaths,2014,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,127,"5,066,524"
AIDS deaths,2014,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,7,"860,732"
AIDS deaths,2014,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,20,"1,541,529"
AIDS deaths,2014,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,108,"2,361,355"
AIDS deaths,2014,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,7,"1,144,106"
AIDS deaths,2014,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.8,514,"7,515,527"
AIDS deaths,2014,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,52,"1,723,181"
AIDS deaths,2014,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.6,"1,605","16,729,839"
AIDS deaths,2014,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,383,"8,303,063"
AIDS deaths,2014,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,6,"614,240"
AIDS deaths,2014,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"39,636"
AIDS deaths,2014,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,209,"9,730,431"
AIDS deaths,2014,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,113,"3,185,397"
AIDS deaths,2014,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,77,"3,357,098"
AIDS deaths,2014,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.5,487,"10,884,303"
AIDS deaths,2014,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.6,349,"3,009,271"
AIDS deaths,2014,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,32,"905,810"
AIDS deaths,2014,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.2,252,"4,050,984"
AIDS deaths,2014,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.4,3,"698,428"
AIDS deaths,2014,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.3,238,"5,479,001"
AIDS deaths,2014,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,"1,095","21,812,343"
AIDS deaths,2014,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.7,5,"87,992"
AIDS deaths,2014,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,14,"2,278,603"
AIDS deaths,2014,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,3,"542,505"
AIDS deaths,2014,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,173,"6,983,178"
AIDS deaths,2014,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,139,"5,906,109"
AIDS deaths,2014,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,28,"1,577,425"
AIDS deaths,2014,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,71,"4,833,741"
AIDS deaths,2014,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.4,2,"482,646"
