State,Type of Crime,Crime,Year,Count
Oaklahoma,Property Crime,Larceny-theft,2004,101271
Oaklahoma,Property Crime,Larceny-theft,2005,93814
Oaklahoma,Property Crime,Motor vehicle theft,1960,4561
Oaklahoma,Property Crime,Motor vehicle theft,1961,4493
Oaklahoma,Property Crime,Motor vehicle theft,1962,4895
Oaklahoma,Property Crime,Motor vehicle theft,1963,4773
Oaklahoma,Property Crime,Motor vehicle theft,1964,4950
Oaklahoma,Property Crime,Motor vehicle theft,1965,4784
Oaklahoma,Property Crime,Motor vehicle theft,1966,4836
Oaklahoma,Property Crime,Motor vehicle theft,1967,4758
Oaklahoma,Property Crime,Motor vehicle theft,1968,5419
Oaklahoma,Property Crime,Motor vehicle theft,1969,6285
Oaklahoma,Property Crime,Motor vehicle theft,1970,7149
Oaklahoma,Property Crime,Motor vehicle theft,1971,7367
Oaklahoma,Property Crime,Motor vehicle theft,1972,7069
Oaklahoma,Property Crime,Motor vehicle theft,1973,8285
Oaklahoma,Property Crime,Motor vehicle theft,1974,9799
Oaklahoma,Property Crime,Motor vehicle theft,1975,9438
Oaklahoma,Property Crime,Motor vehicle theft,1976,8476
Oaklahoma,Property Crime,Motor vehicle theft,1977,9185
Oaklahoma,Property Crime,Motor vehicle theft,1978,10119
Oaklahoma,Property Crime,Motor vehicle theft,1979,12355
Oaklahoma,Property Crime,Motor vehicle theft,1980,12610
Oaklahoma,Property Crime,Motor vehicle theft,1981,12957
Oaklahoma,Property Crime,Motor vehicle theft,1982,15532
Oaklahoma,Property Crime,Motor vehicle theft,1983,14732
Oaklahoma,Property Crime,Motor vehicle theft,1984,15094
Oaklahoma,Property Crime,Motor vehicle theft,1985,18701
Oaklahoma,Property Crime,Motor vehicle theft,1986,21456
Oaklahoma,Property Crime,Motor vehicle theft,1987,19793
Oaklahoma,Property Crime,Motor vehicle theft,1988,18152
Oaklahoma,Property Crime,Motor vehicle theft,1989,18877
Oaklahoma,Property Crime,Motor vehicle theft,1990,18926
Oaklahoma,Property Crime,Motor vehicle theft,1991,17673
Oaklahoma,Property Crime,Motor vehicle theft,1992,16601
Oaklahoma,Property Crime,Motor vehicle theft,1993,15532
Oaklahoma,Property Crime,Motor vehicle theft,1994,15461
Oaklahoma,Property Crime,Motor vehicle theft,1995,16272
Oaklahoma,Property Crime,Motor vehicle theft,1996,15939
Oaklahoma,Property Crime,Motor vehicle theft,1997,14644
Oaklahoma,Property Crime,Motor vehicle theft,1998,13565
Oaklahoma,Property Crime,Motor vehicle theft,1999,12132
Oaklahoma,Property Crime,Motor vehicle theft,2000,12348
Oaklahoma,Property Crime,Motor vehicle theft,2001,12569
Oaklahoma,Property Crime,Motor vehicle theft,2002,12772
Oaklahoma,Property Crime,Motor vehicle theft,2003,12958
Oaklahoma,Property Crime,Motor vehicle theft,2004,12957
Oaklahoma,Property Crime,Motor vehicle theft,2005,13900
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1960,43
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1961,48
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1962,54
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1963,55
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1964,34
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1965,65
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1966,53
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1967,61
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1968,64
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1969,81
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1970,97
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1971,70
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1972,119
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1973,110
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1974,127
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1975,142
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1976,97
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1977,117
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1978,123
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1979,107
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1980,132
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1981,117
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1982,136
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1983,109
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1984,128
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1985,125
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1986,178
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1987,153
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1988,139
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1989,134
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1990,108
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1991,133
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1992,139
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1993,140
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1994,150
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1995,129
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1996,129
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1997,95
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1998,126
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,1999,88
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,2000,70
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,2001,84
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,2002,72
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,2003,68
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,2004,90
Oregon,Violent Crime,Murder and nonnegligent Manslaughter,2005,80
Oregon,Violent Crime,Forcible rape,1960,166
Oregon,Violent Crime,Forcible rape,1961,138
Oregon,Violent Crime,Forcible rape,1962,174
Oregon,Violent Crime,Forcible rape,1963,161
Oregon,Violent Crime,Forcible rape,1964,225
Oregon,Violent Crime,Forcible rape,1965,226
Oregon,Violent Crime,Forcible rape,1966,247
Oregon,Violent Crime,Forcible rape,1967,248
Oregon,Violent Crime,Forcible rape,1968,346
Oregon,Violent Crime,Forcible rape,1969,371
Oregon,Violent Crime,Forcible rape,1970,377
Oregon,Violent Crime,Forcible rape,1971,478
Oregon,Violent Crime,Forcible rape,1972,574
Oregon,Violent Crime,Forcible rape,1973,653
Oregon,Violent Crime,Forcible rape,1974,732
Oregon,Violent Crime,Forcible rape,1975,745
Oregon,Violent Crime,Forcible rape,1976,829
Oregon,Violent Crime,Forcible rape,1977,948
Oregon,Violent Crime,Forcible rape,1978,1008
Oregon,Violent Crime,Forcible rape,1979,1121
Oregon,Violent Crime,Forcible rape,1980,1084
Oregon,Violent Crime,Forcible rape,1981,1105
Oregon,Violent Crime,Forcible rape,1982,1057
Oregon,Violent Crime,Forcible rape,1983,1078
Oregon,Violent Crime,Forcible rape,1984,1201
Oregon,Violent Crime,Forcible rape,1985,1363
Oregon,Violent Crime,Forcible rape,1986,1379
Oregon,Violent Crime,Forcible rape,1987,1247
Oregon,Violent Crime,Forcible rape,1988,1111
Oregon,Violent Crime,Forcible rape,1989,1314
Oregon,Violent Crime,Forcible rape,1990,1332
Oregon,Violent Crime,Forcible rape,1991,1561
Oregon,Violent Crime,Forcible rape,1992,1580
Oregon,Violent Crime,Forcible rape,1993,1554
Oregon,Violent Crime,Forcible rape,1994,1333
Oregon,Violent Crime,Forcible rape,1995,1309
Oregon,Violent Crime,Forcible rape,1996,1272
Oregon,Violent Crime,Forcible rape,1997,1306
Oregon,Violent Crime,Forcible rape,1998,1307
Oregon,Violent Crime,Forcible rape,1999,1219
Oregon,Violent Crime,Forcible rape,2000,1286
Oregon,Violent Crime,Forcible rape,2001,1174
Oregon,Violent Crime,Forcible rape,2002,1238
Oregon,Violent Crime,Forcible rape,2003,1218
Oregon,Violent Crime,Forcible rape,2004,1283
Oregon,Violent Crime,Forcible rape,2005,1266
Oregon,Violent Crime,Robbery,1960,563
Oregon,Violent Crime,Robbery,1961,626
Oregon,Violent Crime,Robbery,1962,714
Oregon,Violent Crime,Robbery,1963,554
Oregon,Violent Crime,Robbery,1964,703
Oregon,Violent Crime,Robbery,1965,873
Oregon,Violent Crime,Robbery,1966,895
Oregon,Violent Crime,Robbery,1967,1317
Oregon,Violent Crime,Robbery,1968,1536
Oregon,Violent Crime,Robbery,1969,1760
Oregon,Violent Crime,Robbery,1970,2144
Oregon,Violent Crime,Robbery,1971,2383
Oregon,Violent Crime,Robbery,1972,2390
Oregon,Violent Crime,Robbery,1973,2211
Oregon,Violent Crime,Robbery,1974,2964
Oregon,Violent Crime,Robbery,1975,2982
Oregon,Violent Crime,Robbery,1976,3091
Oregon,Violent Crime,Robbery,1977,2948
Oregon,Violent Crime,Robbery,1978,3204
Oregon,Violent Crime,Robbery,1979,3299
Oregon,Violent Crime,Robbery,1980,3978
Oregon,Violent Crime,Robbery,1981,4780
Oregon,Violent Crime,Robbery,1982,4433
Oregon,Violent Crime,Robbery,1983,4533
Oregon,Violent Crime,Robbery,1984,4508
Oregon,Violent Crime,Robbery,1985,4986
Oregon,Violent Crime,Robbery,1986,5555
Oregon,Violent Crime,Robbery,1987,5338
Oregon,Violent Crime,Robbery,1988,5289
Oregon,Violent Crime,Robbery,1989,4282
Oregon,Violent Crime,Robbery,1990,4102
Oregon,Violent Crime,Robbery,1991,4387
Oregon,Violent Crime,Robbery,1992,4507
Oregon,Violent Crime,Robbery,1993,3930
Oregon,Violent Crime,Robbery,1994,4264
Oregon,Violent Crime,Robbery,1995,4332
Oregon,Violent Crime,Robbery,1996,3914
Oregon,Violent Crime,Robbery,1997,3811
Oregon,Violent Crime,Robbery,1998,3452
Oregon,Violent Crime,Robbery,1999,2858
Oregon,Violent Crime,Robbery,2000,2888
Oregon,Violent Crime,Robbery,2001,2749
Oregon,Violent Crime,Robbery,2002,2742
Oregon,Violent Crime,Robbery,2003,2847
Oregon,Violent Crime,Robbery,2004,2751
Oregon,Violent Crime,Robbery,2005,2478
Oregon,Violent Crime,Aggravated assault,1960,460
Oregon,Violent Crime,Aggravated assault,1961,430
Oregon,Violent Crime,Aggravated assault,1962,519
Oregon,Violent Crime,Aggravated assault,1963,623
Oregon,Violent Crime,Aggravated assault,1964,1047
Oregon,Violent Crime,Aggravated assault,1965,1126
Oregon,Violent Crime,Aggravated assault,1966,1275
Oregon,Violent Crime,Aggravated assault,1967,1521
Oregon,Violent Crime,Aggravated assault,1968,2009
Oregon,Violent Crime,Aggravated assault,1969,2315
Oregon,Violent Crime,Aggravated assault,1970,2755
Oregon,Violent Crime,Aggravated assault,1971,3404
Oregon,Violent Crime,Aggravated assault,1972,3411
Oregon,Violent Crime,Aggravated assault,1973,3538
Oregon,Violent Crime,Aggravated assault,1974,4503
Oregon,Violent Crime,Aggravated assault,1975,6165
Oregon,Violent Crime,Aggravated assault,1976,6637
Oregon,Violent Crime,Aggravated assault,1977,6817
Oregon,Violent Crime,Aggravated assault,1978,7943
Oregon,Violent Crime,Aggravated assault,1979,9254
Oregon,Violent Crime,Aggravated assault,1980,7608
Oregon,Violent Crime,Aggravated assault,1981,6669
Oregon,Violent Crime,Aggravated assault,1982,6903
Oregon,Violent Crime,Aggravated assault,1983,7266
Oregon,Violent Crime,Aggravated assault,1984,7696
Oregon,Violent Crime,Aggravated assault,1985,8333
Oregon,Violent Crime,Aggravated assault,1986,7718
Oregon,Violent Crime,Aggravated assault,1987,7959
Oregon,Violent Crime,Aggravated assault,1988,8420
Oregon,Violent Crime,Aggravated assault,1989,8895
Oregon,Violent Crime,Aggravated assault,1990,8863
Oregon,Violent Crime,Aggravated assault,1991,8714
Oregon,Violent Crime,Aggravated assault,1992,8963
Oregon,Violent Crime,Aggravated assault,1993,9630
Oregon,Violent Crime,Aggravated assault,1994,10320
Oregon,Violent Crime,Aggravated assault,1995,10638
Oregon,Violent Crime,Aggravated assault,1996,9522
Oregon,Violent Crime,Aggravated assault,1997,9200
Oregon,Violent Crime,Aggravated assault,1998,8893
Oregon,Violent Crime,Aggravated assault,1999,8267
Oregon,Violent Crime,Aggravated assault,2000,7756
Oregon,Violent Crime,Aggravated assault,2001,6643
Oregon,Violent Crime,Aggravated assault,2002,6246
Oregon,Violent Crime,Aggravated assault,2003,6373
Oregon,Violent Crime,Aggravated assault,2004,6600
Oregon,Violent Crime,Aggravated assault,2005,6620
Oregon,Property Crime,Burglary,1960,7175
Oregon,Property Crime,Burglary,1961,7276
Oregon,Property Crime,Burglary,1962,8268
Oregon,Property Crime,Burglary,1963,8823
Oregon,Property Crime,Burglary,1964,10727
Oregon,Property Crime,Burglary,1965,12079
Oregon,Property Crime,Burglary,1966,13394
Oregon,Property Crime,Burglary,1967,17140
Oregon,Property Crime,Burglary,1968,18978
Oregon,Property Crime,Burglary,1969,22853
Oregon,Property Crime,Burglary,1970,26632
Oregon,Property Crime,Burglary,1971,28933
Oregon,Property Crime,Burglary,1972,32049
Oregon,Property Crime,Burglary,1973,35772
Oregon,Property Crime,Burglary,1974,41766
Oregon,Property Crime,Burglary,1975,43738
Oregon,Property Crime,Burglary,1976,39587
Oregon,Property Crime,Burglary,1977,38880
Oregon,Property Crime,Burglary,1978,39523
Oregon,Property Crime,Burglary,1979,40682
Oregon,Property Crime,Burglary,1980,45641
Oregon,Property Crime,Burglary,1981,52067
Oregon,Property Crime,Burglary,1982,47410
Oregon,Property Crime,Burglary,1983,46472
Oregon,Property Crime,Burglary,1984,48755
Oregon,Property Crime,Burglary,1985,50690
Oregon,Property Crime,Burglary,1986,53062
Oregon,Property Crime,Burglary,1987,48562
Oregon,Property Crime,Burglary,1988,48355
Oregon,Property Crime,Burglary,1989,40197
Oregon,Property Crime,Burglary,1990,32273
Oregon,Property Crime,Burglary,1991,34363
Oregon,Property Crime,Burglary,1992,32945
Oregon,Property Crime,Burglary,1993,31072
Oregon,Property Crime,Burglary,1994,33970
Oregon,Property Crime,Burglary,1995,34640
Oregon,Property Crime,Burglary,1996,31664
Oregon,Property Crime,Burglary,1997,33507
Oregon,Property Crime,Burglary,1998,30442
Oregon,Property Crime,Burglary,1999,26749
Oregon,Property Crime,Burglary,2000,25618
Oregon,Property Crime,Burglary,2001,26648
Oregon,Property Crime,Burglary,2002,25696
Oregon,Property Crime,Burglary,2003,28562
Oregon,Property Crime,Burglary,2004,30072
Oregon,Property Crime,Burglary,2005,27621
Oregon,Property Crime,Larceny-theft,1960,24252
Oregon,Property Crime,Larceny-theft,1961,24983
Oregon,Property Crime,Larceny-theft,1962,25871
Oregon,Property Crime,Larceny-theft,1963,27023
Oregon,Property Crime,Larceny-theft,1964,30812
Oregon,Property Crime,Larceny-theft,1965,34161
Oregon,Property Crime,Larceny-theft,1966,37840
Oregon,Property Crime,Larceny-theft,1967,43515
Oregon,Property Crime,Larceny-theft,1968,46612
Oregon,Property Crime,Larceny-theft,1969,51692
Oregon,Property Crime,Larceny-theft,1970,59082
Oregon,Property Crime,Larceny-theft,1971,63543
Oregon,Property Crime,Larceny-theft,1972,63178
Oregon,Property Crime,Larceny-theft,1973,66494
Oregon,Property Crime,Larceny-theft,1974,83060
Oregon,Property Crime,Larceny-theft,1975,90053
Oregon,Property Crime,Larceny-theft,1976,88661
Oregon,Property Crime,Larceny-theft,1977,83306
Oregon,Property Crime,Larceny-theft,1978,87033
Oregon,Property Crime,Larceny-theft,1979,96823
Oregon,Property Crime,Larceny-theft,1980,106712
Oregon,Property Crime,Larceny-theft,1981,112518
Oregon,Property Crime,Larceny-theft,1982,106061
Oregon,Property Crime,Larceny-theft,1983,98880
Oregon,Property Crime,Larceny-theft,1984,96742
Oregon,Property Crime,Larceny-theft,1985,105725
Oregon,Property Crime,Larceny-theft,1986,112312
Oregon,Property Crime,Larceny-theft,1987,113907
Oregon,Property Crime,Larceny-theft,1988,113872
Oregon,Property Crime,Larceny-theft,1989,103690
Oregon,Property Crime,Larceny-theft,1990,100765
Oregon,Property Crime,Larceny-theft,1991,105145
Oregon,Property Crime,Larceny-theft,1992,109274
Oregon,Property Crime,Larceny-theft,1993,110878
Oregon,Property Crime,Larceny-theft,1994,122506
Oregon,Property Crime,Larceny-theft,1995,133075
Oregon,Property Crime,Larceny-theft,1996,128618
Oregon,Property Crime,Larceny-theft,1997,136129
Oregon,Property Crime,Larceny-theft,1998,123841
Oregon,Property Crime,Larceny-theft,1999,113052
Oregon,Property Crime,Larceny-theft,2000,114230
Oregon,Property Crime,Larceny-theft,2001,123034
Oregon,Property Crime,Larceny-theft,2002,118925
Oregon,Property Crime,Larceny-theft,2003,122327
Oregon,Property Crime,Larceny-theft,2004,117868
Oregon,Property Crime,Larceny-theft,2005,113316
Oregon,Property Crime,Motor vehicle theft,1960,2311
Oregon,Property Crime,Motor vehicle theft,1961,2499
Oregon,Property Crime,Motor vehicle theft,1962,2764
Oregon,Property Crime,Motor vehicle theft,1963,3123
Oregon,Property Crime,Motor vehicle theft,1964,3890
Oregon,Property Crime,Motor vehicle theft,1965,3846
Oregon,Property Crime,Motor vehicle theft,1966,4696
Oregon,Property Crime,Motor vehicle theft,1967,5466
Oregon,Property Crime,Motor vehicle theft,1968,5433
Oregon,Property Crime,Motor vehicle theft,1969,6471
Oregon,Property Crime,Motor vehicle theft,1970,6961
Oregon,Property Crime,Motor vehicle theft,1971,7790
Oregon,Property Crime,Motor vehicle theft,1972,8435
Oregon,Property Crime,Motor vehicle theft,1973,9082
Oregon,Property Crime,Motor vehicle theft,1974,10620
Oregon,Property Crime,Motor vehicle theft,1975,10666
Oregon,Property Crime,Motor vehicle theft,1976,9195
Oregon,Property Crime,Motor vehicle theft,1977,9240
Oregon,Property Crime,Motor vehicle theft,1978,9649
Oregon,Property Crime,Motor vehicle theft,1979,9759
Oregon,Property Crime,Motor vehicle theft,1980,9406
Oregon,Property Crime,Motor vehicle theft,1981,9011
Oregon,Property Crime,Motor vehicle theft,1982,7973
Oregon,Property Crime,Motor vehicle theft,1983,8060
Oregon,Property Crime,Motor vehicle theft,1984,7926
Oregon,Property Crime,Motor vehicle theft,1985,9608
Oregon,Property Crime,Motor vehicle theft,1986,10833
Oregon,Property Crime,Motor vehicle theft,1987,12669
Oregon,Property Crime,Motor vehicle theft,1988,16293
Oregon,Property Crime,Motor vehicle theft,1989,15232
Oregon,Property Crime,Motor vehicle theft,1990,13035
Oregon,Property Crime,Motor vehicle theft,1991,13862
Oregon,Property Crime,Motor vehicle theft,1992,15881
Oregon,Property Crime,Motor vehicle theft,1993,17608
Oregon,Property Crime,Motor vehicle theft,1994,21764
Oregon,Property Crime,Motor vehicle theft,1995,22050
Oregon,Property Crime,Motor vehicle theft,1996,17013
Oregon,Property Crime,Motor vehicle theft,1997,19280
Oregon,Property Crime,Motor vehicle theft,1998,17262
Oregon,Property Crime,Motor vehicle theft,1999,13633
Oregon,Property Crime,Motor vehicle theft,2000,13932
Oregon,Property Crime,Motor vehicle theft,2001,14842
Oregon,Property Crime,Motor vehicle theft,2002,16524
Oregon,Property Crime,Motor vehicle theft,2003,18974
Oregon,Property Crime,Motor vehicle theft,2004,18535
Oregon,Property Crime,Motor vehicle theft,2005,19262
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1960,296
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1961,298
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1962,311
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1963,268
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1964,384
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1965,411
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1966,378
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1967,448
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1968,475
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1969,488
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1970,637
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1971,738
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1972,721
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1973,754
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1974,795
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1975,808
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1976,719
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1977,655
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1978,725
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1979,724
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1980,809
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1981,729
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1982,678
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1983,583
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1984,538
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1985,550
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1986,659
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1987,642
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1988,660
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1989,753
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1990,801
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1991,758
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1992,746
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1993,823
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1994,712
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1995,755
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1996,686
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1997,705
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1998,633
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,1999,592
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,2000,602
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,2001,651
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,2002,624
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,2003,647
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,2004,650
Pennsylvania,Violent Crime,Murder and nonnegligent Manslaughter,2005,756
Pennsylvania,Violent Crime,Forcible rape,1960,995
Pennsylvania,Violent Crime,Forcible rape,1961,841
Pennsylvania,Violent Crime,Forcible rape,1962,946
Pennsylvania,Violent Crime,Forcible rape,1963,930
Pennsylvania,Violent Crime,Forcible rape,1964,1061
Pennsylvania,Violent Crime,Forcible rape,1965,1181
Pennsylvania,Violent Crime,Forcible rape,1966,1267
Pennsylvania,Violent Crime,Forcible rape,1967,1154
Pennsylvania,Violent Crime,Forcible rape,1968,1203
Pennsylvania,Violent Crime,Forcible rape,1969,1430
Pennsylvania,Violent Crime,Forcible rape,1970,1408
Pennsylvania,Violent Crime,Forcible rape,1971,1653
Pennsylvania,Violent Crime,Forcible rape,1972,1909
Pennsylvania,Violent Crime,Forcible rape,1973,1875
Pennsylvania,Violent Crime,Forcible rape,1974,2111
Pennsylvania,Violent Crime,Forcible rape,1975,2052
Pennsylvania,Violent Crime,Forcible rape,1976,2148
Pennsylvania,Violent Crime,Forcible rape,1977,2236
Pennsylvania,Violent Crime,Forcible rape,1978,2195
Pennsylvania,Violent Crime,Forcible rape,1979,2533
Pennsylvania,Violent Crime,Forcible rape,1980,2722
Pennsylvania,Violent Crime,Forcible rape,1981,2662
Pennsylvania,Violent Crime,Forcible rape,1982,2448
Pennsylvania,Violent Crime,Forcible rape,1983,2449
Pennsylvania,Violent Crime,Forcible rape,1984,2764
Pennsylvania,Violent Crime,Forcible rape,1985,2886
Pennsylvania,Violent Crime,Forcible rape,1986,2984
Pennsylvania,Violent Crime,Forcible rape,1987,3130
Pennsylvania,Violent Crime,Forcible rape,1988,2992
Pennsylvania,Violent Crime,Forcible rape,1989,2963
Pennsylvania,Violent Crime,Forcible rape,1990,3068
Pennsylvania,Violent Crime,Forcible rape,1991,3435
Pennsylvania,Violent Crime,Forcible rape,1992,3324
Pennsylvania,Violent Crime,Forcible rape,1993,3195
Pennsylvania,Violent Crime,Forcible rape,1994,3145
Pennsylvania,Violent Crime,Forcible rape,1995,3046
Pennsylvania,Violent Crime,Forcible rape,1996,3034
Pennsylvania,Violent Crime,Forcible rape,1997,3289
Pennsylvania,Violent Crime,Forcible rape,1998,3223
Pennsylvania,Violent Crime,Forcible rape,1999,3279
Pennsylvania,Violent Crime,Forcible rape,2000,3247
Pennsylvania,Violent Crime,Forcible rape,2001,3467
Pennsylvania,Violent Crime,Forcible rape,2002,3731
Pennsylvania,Violent Crime,Forcible rape,2003,3556
Pennsylvania,Violent Crime,Forcible rape,2004,3535
Pennsylvania,Violent Crime,Forcible rape,2005,3586
Pennsylvania,Violent Crime,Robbery,1960,3840
Pennsylvania,Violent Crime,Robbery,1961,4094
Pennsylvania,Violent Crime,Robbery,1962,4534
Pennsylvania,Violent Crime,Robbery,1963,4771
Pennsylvania,Violent Crime,Robbery,1964,5111
Pennsylvania,Violent Crime,Robbery,1965,6069
Pennsylvania,Violent Crime,Robbery,1966,5815
Pennsylvania,Violent Crime,Robbery,1967,6735
Pennsylvania,Violent Crime,Robbery,1968,9981
Pennsylvania,Violent Crime,Robbery,1969,10690
Pennsylvania,Violent Crime,Robbery,1970,12810
Pennsylvania,Violent Crime,Robbery,1971,16853
Pennsylvania,Violent Crime,Robbery,1972,17800
Pennsylvania,Violent Crime,Robbery,1973,16498
Pennsylvania,Violent Crime,Robbery,1974,18876
Pennsylvania,Violent Crime,Robbery,1975,19935
Pennsylvania,Violent Crime,Robbery,1976,16366
Pennsylvania,Violent Crime,Robbery,1977,15356
Pennsylvania,Violent Crime,Robbery,1978,16064
Pennsylvania,Violent Crime,Robbery,1979,17855
Pennsylvania,Violent Crime,Robbery,1980,21039
Pennsylvania,Violent Crime,Robbery,1981,22137
Pennsylvania,Violent Crime,Robbery,1982,20806
Pennsylvania,Violent Crime,Robbery,1983,20501
Pennsylvania,Violent Crime,Robbery,1984,17656
Pennsylvania,Violent Crime,Robbery,1985,17429
Pennsylvania,Violent Crime,Robbery,1986,18085
Pennsylvania,Violent Crime,Robbery,1987,17241
Pennsylvania,Violent Crime,Robbery,1988,16607
Pennsylvania,Violent Crime,Robbery,1989,18025
Pennsylvania,Violent Crime,Robbery,1990,20930
Pennsylvania,Violent Crime,Robbery,1991,23191
Pennsylvania,Violent Crime,Robbery,1992,21701
Pennsylvania,Violent Crime,Robbery,1993,21563
Pennsylvania,Violent Crime,Robbery,1994,22497
Pennsylvania,Violent Crime,Robbery,1995,22858
Pennsylvania,Violent Crime,Robbery,1996,22784
Pennsylvania,Violent Crime,Robbery,1997,18788
Pennsylvania,Violent Crime,Robbery,1998,19787
Pennsylvania,Violent Crime,Robbery,1999,18670
Pennsylvania,Violent Crime,Robbery,2000,18155
Pennsylvania,Violent Crime,Robbery,2001,17500
Pennsylvania,Violent Crime,Robbery,2002,17163
Pennsylvania,Violent Crime,Robbery,2003,17980
Pennsylvania,Violent Crime,Robbery,2004,18474
Pennsylvania,Violent Crime,Robbery,2005,19214
